sustollo	     ~ere (sustulī) (sublātum)
tamarice	           tamarix.
tango	     ~ere, tetigī, tactum
temero	             (intr.)
temperi	     temperius
teneo	             (intr.)
terni	           Rarely sg. 
tero	     ~ere, trīuī, trītum
testor	             (intr.)
thiasitas	     (? ~ātis
todillus	           (apparently adjective from todī).
tollo	     ~ere, sustulī, sublātum
tracto	             (intr.)
traho	             (intr.)
traicio	             (intr.)
transporto	             (intr.)
traulizi	        Transliteration of Greek τραυλίζει 'mispronounces', 'lisps', or similar.
tres	     trēs, tria
tribuo	             (intr.)
tueor	     ~ērī, tuitus (tūtus)
tulat	   =   ferat
turgeo	     ~ēre, tursī
tus	     tūris
uado	     ~ere (uāsī)
ualuae	           Rarely sg. 
uaporo	             (intr.)
uariego	             (intr.)
uas1	     uadis
uas2	     uāsis
ubertumbis	        (unknown word in inscription from Lusitania, apparently describing deposits of ore, or similar).
uecors	     uēcordis, ~uēcordissimus
ueha	           apparently rustic form or pronunciation of uia.
uelabrum2	           word apparently treated by Festus as synonym of 
uello	     ~ere, ~ī or uulsī (uolsī), uulsum (uolsum)
uenio	     uenīre, uēnī, uentum
uerro	     ~ere, uersum (uorsum)
uerto	             (intr.)
uestio	             (intr.)
uibex	   (or 
uictrix	             (neut. adj.)
uideo	     uidēre, uīdī, uīsum
uinco	     ~ere, uīcī, uictum
uindiciae	           Rarely sg. 
uindico	             (intr.)
uir	     uirī
uis	     uis
uito	             (intr.)
ullaber	   (dub. word in augural formula).
ulterius	        (and 
ultrix	             (neut. adj.)
uolo1	     uelle, uoluī
uoueo	     ~uēre, uōuī, uōtum
uox	     uōcis
urgeo	     ~ēre, ursī
uro	     ~ere, ussī, ustum
usque	        (and 
uter1	     utris
uter3	     utra, utrum
utercumque	     utracumque, utrumcumque
uterlibet	     utralibet, utrumlibet
uterque	     utraque, utrumque
uteruis	     utrauīs, utrumuīs
utor	     ~ī, ūsus
zopyris	   (quoted by Quintilian to exemplify words beginning with z; perhaps transliteration from Greek ζa4 πυρον 'spark').
